taxi_id,pickup_time,pickup_lon,pickup_lat,dropoff_time,dropoff_lon,dropoff_lat,计算时长,计算距离,score,cluster
1170df215069dfe7bea698faf419529b,1488657589,3986138,11625393,1488676983,3986155,11625350,19394,0.0485394683165883,20.4052481414714,3.0
1184bce656cdce2a15ce7ae7e705c7ff,1488709433,3972130,11632714,1488717353,3973059,11633684,7920,1.171884977905359,9.882934186600153,2.0
11f7ee7ad42fcd69f53373e4209ff6c6,1488694162,3990597,11618216,1488698605,3979440,11649229,4443,34.92133830192455,8.864951860611322,2.0
1235440fdd82a724cfc52cb9c9cc4ba1,1488693961,4007823,11658613,1488698996,3990894,11631569,5035,31.218629968485168,9.091940358196506,2.0
1265676d48ce688c63d9999807fa79d8,1488694951,3990096,11665227,1488697291,3988530,11667715,2340,2.874777470919,0.0138310896622366,2.0
133bdd3ea397490d834c422effd04290,1488657669,4033737,11663055,1488681107,4033738,11663054,23438,0.0012185438244960924,25.3126282540895,3.0
137863651acaa234ac55079256c5a089,1488668663,3986461,11640758,1488676568,3989690,11625974,7905,16.516034608755326,8.875559541848952,2.0
14c1e745ba7a79642418099589c37259,1488657594,4035541,11698444,1488664382,4035527,11698475,6788,0.03518672787010566,9.741290551852073,2.0
14f2a126d6f276c1473cd4a24ed723cd,1488697005,3987169,11640687,1488697125,3987172,11640543,120,0.16012756696811722,0.0098528385246419,2.0
14f2a126d6f276c1473cd4a24ed723cd,1488705958,3990563,11640063,1488706078,3991001,11640057,120,0.21665966630165207,0.0098528385246419,2.0
14fd91d9e21e825db40b6f069c3ad74c,1488659188,3993217,11616191,1488696819,3993224,11616158,37631,0.03685445990774638,37.63371700450078,3.0
15b2fa0b8f742194b4f1c70c74a7ba57,1488705982,3990486,11631522,1488711092,3990691,11640951,5110,10.485058221549446,3.77962769778667,2.0
16475c030790b102c42b4b75cd1d1c72,1488657581,3972774,11668632,1488674934,3972771,11668632,17353,0.00149814820595298,19.21688805568614,2.0
16786276373d0323cf38fbe018020a1a,1488678215,3997460,11641844,1488679939,3996856,11641857,1724,0.29916841449155684,0.0295601248549851,2.0
176d96b08fa299234a2cc65dc6677271,1488657763,3955282,11579697,1488673134,3955276,11579716,15371,0.021325606919610954,22.52619075149977,2.0
179876b64fa4d652a653f9d24683d046,1488721047,3988497,11631068,1488727007,3969509,11598453,5960,37.44074577055649,10.430969230377682,2.0
17c2243fbecf60227f3841c79544d2f4,1488657563,3993232,11633719,1488686858,3993204,11633656,29295,0.07140160119359862,29.596960579537463,3.0
183397e966af5d658d4a7047684b8386,1488700026,4005302,11660919,1488703579,3996988,11631570,3553,32.89357617404778,8.237756256479623,2.0
185680b05a6dc285e3e56dccfd9bde1e,1488666859,3991569,11668351,1488705585,3987212,11648998,38726,21.62851382009648,32.10461047755735,1.0
18b3f515bbadf920c48debbd1268fd42,1488696564,4004432,11633817,1488699939,4005308,11660923,3375,30.143624474994137,7.44868610949987,2.0
18c5a8914cff1a081fa95655efa2dcf0,1488657552,4000194,11649567,1488673567,4000202,11649581,16015,0.016065189608488226,17.516650799016823,2.0
18fefb0564017d39ec56606db598c570,1488684022,3990344,11642153,1488687504,3999272,11620369,3482,24.61917494062059,3.872303402325286,2.0
